"iteration","toss","cum_mean"
503,1,0.512922465208748
504,0,0.511904761904762
505,0,0.510891089108911
506,0,0.509881422924901
507,0,0.50887573964497
508,0,0.507874015748031
509,0,0.506876227897839
510,1,0.507843137254902
511,1,0.50880626223092
512,0,0.5078125
513,0,0.50682261208577
514,1,0.507782101167315
515,0,0.506796116504854
516,1,0.507751937984496
517,0,0.506769825918762
518,1,0.507722007722008
519,0,0.506743737957611
520,1,0.507692307692308
521,0,0.506717850287908
522,0,0.505747126436782
523,1,0.506692160611855
524,1,0.50763358778626
525,1,0.508571428571429
526,1,0.509505703422053
527,1,0.510436432637571
528,1,0.511363636363636
529,1,0.512287334593573
530,1,0.513207547169811
531,1,0.514124293785311
532,0,0.513157894736842
533,0,0.51219512195122
534,1,0.51310861423221
535,0,0.51214953271028
536,1,0.513059701492537
537,0,0.512104283054004
538,0,0.511152416356877
539,1,0.512059369202226
540,1,0.512962962962963
541,1,0.513863216266174
542,0,0.512915129151292
543,1,0.513812154696133
544,0,0.512867647058823
545,0,0.511926605504587
546,0,0.510989010989011
547,0,0.510054844606947
548,1,0.510948905109489
549,0,0.510018214936248
550,1,0.510909090909091
551,0,0.509981851179673
552,0,0.509057971014493
553,0,0.508137432188065
554,0,0.507220216606498
555,1,0.508108108108108
556,0,0.507194244604317
557,0,0.506283662477558
558,1,0.507168458781362
559,0,0.506261180679785
560,1,0.507142857142857
561,0,0.506238859180036
562,1,0.50711743772242
563,0,0.506216696269982
564,1,0.50709219858156
565,1,0.507964601769912
566,1,0.508833922261484
567,1,0.509700176366843
568,1,0.51056338028169
569,0,0.509666080843585
570,0,0.508771929824561
571,1,0.509632224168126
572,1,0.51048951048951
573,1,0.511343804537522
574,0,0.510452961672474
575,0,0.509565217391304
576,0,0.508680555555556
577,0,0.507798960138648
578,1,0.508650519031142
579,1,0.509499136442142
580,1,0.510344827586207
581,1,0.51118760757315
582,0,0.510309278350515
583,1,0.51114922813036
584,0,0.51027397260274
585,0,0.509401709401709
586,1,0.510238907849829
587,0,0.509369676320273
588,0,0.508503401360544
589,0,0.507640067911715
590,0,0.506779661016949
591,0,0.505922165820643
592,1,0.506756756756757
593,1,0.507588532883642
594,1,0.508417508417508
595,0,0.507563025210084
596,1,0.508389261744966
597,0,0.507537688442211
598,0,0.506688963210702
599,0,0.50584307178631
600,1,0.506666666666667
601,1,0.507487520798669
602,0,0.506644518272425
603,1,0.507462686567164
604,0,0.506622516556291
605,0,0.505785123966942
606,0,0.504950495049505
607,1,0.505766062602965
608,1,0.506578947368421
609,1,0.507389162561576
610,1,0.508196721311475
611,0,0.507364975450082
612,0,0.506535947712418
613,1,0.507340946166395
614,0,0.506514657980456
615,0,0.505691056910569
616,0,0.50487012987013
617,0,0.504051863857374
618,1,0.504854368932039
619,0,0.504038772213247
620,1,0.504838709677419
621,1,0.505636070853462
622,0,0.504823151125402
623,1,0.50561797752809
624,1,0.506410256410256
625,0,0.5056
626,1,0.506389776357827
627,1,0.507177033492823
628,1,0.50796178343949
629,1,0.508744038155803
630,0,0.507936507936508
631,0,0.507131537242472
632,0,0.506329113924051
633,0,0.505529225908373
634,0,0.504731861198738
635,1,0.505511811023622
636,0,0.504716981132076
637,1,0.505494505494505
638,1,0.506269592476489
639,0,0.50547730829421
640,0,0.5046875
641,0,0.50390015600624
642,1,0.504672897196262
643,1,0.505443234836703
644,1,0.506211180124224
645,1,0.506976744186047
646,0,0.506191950464396
647,0,0.505409582689335
648,0,0.50462962962963
649,0,0.503852080123267
650,0,0.503076923076923
651,1,0.50384024577573
652,0,0.503067484662577
653,0,0.50229709035222
654,1,0.503058103975535
655,1,0.50381679389313
656,0,0.503048780487805
657,1,0.503805175038052
658,0,0.503039513677812
659,0,0.502276176024279
660,1,0.503030303030303
661,0,0.502269288956127
662,0,0.501510574018127
663,0,0.500754147812971
664,0,0.5
665,0,0.499248120300752
666,1,0.5
667,0,0.499250374812594
668,1,0.5
669,0,0.499252615844544
670,1,0.5
671,0,0.499254843517139
672,1,0.5
673,1,0.50074294205052
674,1,0.501483679525223
675,1,0.502222222222222
676,0,0.501479289940828
677,1,0.502215657311669
678,1,0.502949852507375
679,1,0.503681885125184
680,1,0.504411764705882
681,0,0.50367107195301
682,1,0.504398826979472
683,1,0.505124450951684
684,1,0.505847953216374
685,1,0.506569343065693
686,1,0.507288629737609
687,1,0.508005822416303
688,0,0.507267441860465
689,0,0.506531204644412
690,0,0.505797101449275
691,0,0.50506512301013
692,1,0.505780346820809
693,1,0.506493506493506
694,0,0.505763688760807
695,1,0.506474820143885
696,0,0.505747126436782
697,0,0.505021520803443
698,1,0.505730659025788
699,1,0.506437768240343
700,0,0.505714285714286
701,0,0.504992867332382
702,1,0.505698005698006
703,1,0.506401137980085
704,1,0.507102272727273
705,0,0.506382978723404
706,0,0.505665722379603
707,0,0.504950495049505
708,0,0.504237288135593
709,0,0.503526093088858
710,1,0.504225352112676
711,0,0.50351617440225
712,1,0.504213483146067
713,1,0.504908835904628
714,0,0.504201680672269
715,0,0.503496503496504
716,1,0.504189944134078
717,1,0.504881450488145
718,1,0.505571030640669
719,0,0.504867872044506
720,0,0.504166666666667
721,0,0.503467406380028
722,0,0.502770083102493
723,0,0.50207468879668
724,1,0.502762430939227
725,1,0.503448275862069
726,1,0.504132231404959
727,1,0.504814305364512
728,0,0.504120879120879
729,0,0.503429355281207
730,1,0.504109589041096
731,0,0.503419972640219
732,1,0.504098360655738
733,0,0.503410641200546
734,1,0.50408719346049
735,0,0.503401360544218
736,0,0.502717391304348
737,0,0.502035278154681
738,1,0.502710027100271
739,0,0.502029769959405
740,1,0.502702702702703
741,0,0.502024291497976
742,1,0.502695417789757
743,0,0.502018842530283
744,0,0.501344086021505
745,1,0.502013422818792
746,1,0.502680965147453
747,0,0.502008032128514
748,1,0.502673796791444
749,1,0.503337783711616
750,1,0.504
751,1,0.504660452729694
752,0,0.503989361702128
753,1,0.50464807436919
754,1,0.505305039787798
755,1,0.505960264900662
756,1,0.506613756613757
757,0,0.505944517833554
758,1,0.506596306068602
759,0,0.505928853754941
760,0,0.505263157894737
761,1,0.505913272010513
762,1,0.506561679790026
763,1,0.507208387942333
764,1,0.507853403141361
765,0,0.50718954248366
766,1,0.507832898172324
767,0,0.507170795306389
768,0,0.506510416666667
769,0,0.505851755526658
770,1,0.506493506493506
771,0,0.505836575875486
772,1,0.506476683937824
773,0,0.505821474773609
774,1,0.506459948320413
775,1,0.507096774193548
776,1,0.507731958762887
777,1,0.508365508365508
778,1,0.508997429305913
779,0,0.508344030808729
780,1,0.508974358974359
781,0,0.508322663252241
782,1,0.508951406649616
783,1,0.509578544061303
784,0,0.508928571428571
785,0,0.50828025477707
786,0,0.50763358778626
787,0,0.506988564167726
788,1,0.50761421319797
789,0,0.506970849176172
790,1,0.507594936708861
791,1,0.508217446270544
792,0,0.507575757575758
793,1,0.508196721311475
794,0,0.507556675062972
795,0,0.506918238993711
796,0,0.506281407035176
797,0,0.50564617314931
798,0,0.505012531328321
799,1,0.505632040050063
800,0,0.505
801,0,0.504369538077403
802,1,0.50498753117207
803,1,0.50560398505604
804,1,0.506218905472637
805,1,0.506832298136646
806,1,0.507444168734491
807,0,0.506815365551425
808,0,0.506188118811881
809,1,0.506798516687268
810,1,0.507407407407407
811,0,0.506781750924784
812,0,0.50615763546798
813,0,0.505535055350554
814,1,0.506142506142506
815,1,0.506748466257669
816,1,0.507352941176471
817,1,0.507955936352509
818,0,0.507334963325183
819,0,0.506715506715507
820,0,0.50609756097561
821,1,0.506699147381242
822,1,0.507299270072993
823,0,0.506682867557716
824,1,0.507281553398058
825,0,0.506666666666667
826,0,0.506053268765133
827,0,0.505441354292624
828,0,0.504830917874396
829,1,0.505428226779252
830,1,0.506024096385542
831,1,0.50661853188929
832,0,0.506009615384615
833,0,0.505402160864346
834,1,0.50599520383693
835,0,0.505389221556886
836,1,0.505980861244019
837,1,0.506571087216249
838,1,0.507159904534606
839,0,0.506555423122765
840,1,0.507142857142857
841,0,0.50653983353151
842,0,0.505938242280285
843,1,0.506524317912218
844,1,0.507109004739337
845,1,0.507692307692308
846,1,0.508274231678487
847,0,0.50767414403778
848,0,0.507075471698113
849,0,0.506478209658422
850,1,0.507058823529412
851,0,0.506462984723854
852,1,0.507042253521127
853,0,0.506447831184056
854,0,0.505854800936768
855,0,0.505263157894737
856,0,0.504672897196262
857,1,0.505250875145858
858,0,0.504662004662005
859,0,0.50407450523865
860,0,0.503488372093023
861,0,0.502903600464576
862,0,0.502320185614849
863,0,0.501738122827346
864,0,0.501157407407407
865,1,0.501734104046243
866,1,0.502309468822171
867,1,0.502883506343714
868,1,0.503456221198157
869,0,0.502876869965478
870,0,0.502298850574713
871,0,0.501722158438576
872,1,0.502293577981651
873,1,0.502863688430699
874,1,0.503432494279176
875,1,0.504
876,0,0.503424657534247
877,1,0.503990877993158
878,1,0.504555808656036
879,0,0.503981797497156
880,1,0.504545454545455
881,0,0.503972758229285
882,0,0.503401360544218
883,1,0.5039637599094
884,1,0.504524886877828
885,1,0.505084745762712
886,0,0.50451467268623
887,1,0.505073280721533
888,0,0.504504504504504
889,1,0.505061867266592
890,0,0.504494382022472
891,1,0.505050505050505
892,0,0.504484304932735
893,1,0.505039193729003
894,1,0.505592841163311
895,1,0.506145251396648
896,0,0.505580357142857
897,1,0.50613154960981
898,0,0.505567928730512
899,0,0.505005561735261
900,1,0.505555555555556
901,0,0.504994450610433
902,1,0.505543237250554
903,1,0.50609080841639
904,1,0.506637168141593
905,1,0.507182320441989
906,1,0.507726269315673
907,1,0.508269018743109
908,0,0.507709251101322
909,1,0.508250825082508
910,1,0.508791208791209
911,0,0.508232711306257
912,0,0.507675438596491
913,1,0.508214676889376
914,1,0.508752735229759
915,0,0.508196721311475
916,1,0.508733624454148
917,0,0.508178844056707
918,1,0.508714596949891
919,1,0.509249183895539
920,1,0.509782608695652
921,0,0.509229098805646
922,1,0.509761388286334
923,1,0.510292524377031
924,1,0.510822510822511
925,0,0.51027027027027
926,1,0.510799136069114
927,1,0.511326860841424
928,0,0.510775862068966
929,0,0.510226049515608
930,0,0.509677419354839
931,0,0.509129967776584
932,0,0.508583690987124
933,0,0.508038585209003
934,0,0.507494646680942
935,1,0.508021390374332
936,0,0.507478632478632
937,0,0.506937033084312
938,1,0.507462686567164
939,1,0.507987220447284
940,0,0.507446808510638
941,0,0.506907545164718
942,0,0.506369426751592
943,0,0.505832449628844
944,0,0.505296610169492
945,0,0.504761904761905
946,0,0.504228329809725
947,0,0.503695881731785
948,0,0.503164556962025
949,1,0.503688092729189
950,1,0.504210526315789
951,0,0.503680336487907
952,0,0.503151260504202
953,1,0.503672612801679
954,1,0.5041928721174
955,0,0.503664921465969
956,1,0.50418410041841
957,1,0.504702194357367
958,1,0.505219206680585
959,0,0.504692387904067
960,0,0.504166666666667
961,0,0.503642039542144
962,0,0.503118503118503
963,1,0.503634475597092
964,1,0.504149377593361
965,0,0.503626943005181
966,1,0.504140786749482
967,0,0.503619441571872
968,0,0.503099173553719
969,1,0.503611971104231
970,0,0.503092783505155
971,1,0.503604531410917
972,1,0.504115226337449
973,0,0.503597122302158
974,0,0.503080082135524
975,1,0.503589743589744
976,0,0.503073770491803
977,1,0.503582395087001
978,0,0.503067484662577
979,1,0.503575076608784
980,0,0.503061224489796
981,0,0.502548419979613
982,1,0.503054989816701
983,0,0.502543234994913
984,1,0.503048780487805
985,1,0.503553299492386
986,0,0.503042596348884
987,1,0.50354609929078
988,0,0.503036437246964
989,1,0.503538928210313
990,1,0.504040404040404
991,1,0.504540867810293
992,1,0.505040322580645
993,0,0.504531722054381
994,0,0.504024144869215
995,1,0.504522613065327
996,1,0.505020080321285
997,1,0.505516549648947
998,0,0.50501002004008
999,0,0.504504504504504
1000,0,0.504
